filename,lob,SectionID,SectionName,CLASLabel,ScreenField,CLASField,Type,Required,Length,Allowkeys,Min-Max,Tooltip,Enable,DropdownValue,StoredValue,ErrorMessage,Comments
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,Theft,chkCpPfMltDedSPrlTheft,"1.)CpPfMltDedSPrlTheftInd
2.)CpPfMltDedSPrlTheftPct
3.)CpPfMltDedSPrlTheftAmt",CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,,ddlCpPfMltDedSPrlTheftPct,CpPfMltDedSPrlTheftPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,""" ' ""$",ddlCpPfMltDedSPrlTheftAmt,CpPfMltDedSPrlTheftAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,All Other covered locations and Property not listed below,chkCpPfMltDedSLocAll,CpPfMltDedSLocAllOthInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocAllOthPct,,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocAllOthAmt,,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Building,chkCpPfMltDedSLocBldg,CpPfMltDedSLocBldgInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocBldgPct,CpPfMltDedSLocBldgPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocBldgAmt,CpPfMltDedSLocBldgAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Business Personal Property,chkCpPfMltDedSLocBPP,CpPfMltDedSLocBPPInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocBPPPct,CpPfMltDedSLocBPPPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocBPPAmt,CpPfMltDedSLocBPPAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Fine Arts,chkCpPfMltDedSLocFinArts,CpPfMltDedSLocFinArtsInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocFinArtsPct,CpPfMltDedSLocFinArtsPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocFinArtsAmt,CpPfMltDedSLocFinArtsAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Furniture Fixtures,chkCpPfMltDedSLocFntrFxtrs,CpPfMltDedSLocFntrFxtrsInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocFntrFxtrsPct,CpPfMltDedSLocFntrFxtrsPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocFntrFxtrsAmt,CpPfMltDedSLocFntrFxtrsAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Mobile Equipments,chkCpPfMltDedSLocMobEquip,CpPfMltDedSLocMobEquipInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocMobEquipPct,CpPfMltDedSLocMobEquipPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocMobEquipAmt,CpPfMltDedSLocMobEquipAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Personal Prop of Others,chkCpPfMltDedSLocPrsPrpPth,CpPfMltDedSLocPrsPrpOthInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocPrsPrpPthPct,CpPfMltDedSLocPrsPrpOthPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocPrsPrpPthAmt,CpPfMltDedSLocPrsPrpOthAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Precious Metals,chkCpPfMltDedSLocPrcsMtls,"1.)CpPfMltDedSLocPrcsMtlsInd
2.)CpPfMltDedSLocPrcsMtlsAmt",CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocPrcsMtlsPct,CpPfMltDedSLocPrcsMtlsPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocPrcsMtlsAmt,CpPfMltDedSLocPrcsMtlsAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Stock,chkCpPfMltDedSLocStock,CpPfMltDedSLocStockInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocStockPct,CpPfMltDedSLocStockPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocStockAmt,CpPfMltDedSLocStockAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Vehicles,chkCpPfMltDedSLocVhcls,CpPfMltDedSLocVhclsInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocVhclsPct,CpPfMltDedSLocVhclsPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocVhclsAmt,CpPfMltDedSLocVhclsAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Off Premises Utility Svc Interruption,chkCpPfMltDedSLocOPUSS,CpPfMltDedSLocOPUSvcInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocOPUSSPct,Verify ,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocOPUSSAmt,veify,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Computers,chkCpPfMltDedSLocComputer,CpPfMltDedSLocComputerInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocComputerPct,,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocComputerAmt,,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Employee Theft Incl. Employee Ben Plans,chkCpPfMltDedSLocEmpTheft,CpPfMltDedSLocEmpTheftInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocEmpTheftPct,,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocEmpTheftAmt,,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Forgery or Alterations,chkCpPfMltDedSLocForgAlter,CpPfMltDedSLocForgAtlerInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocForgAlterPct,,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
