518078 function calls (514214 primitive calls) in 7.743 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      116    0.000    0.000    0.001    0.000 dtypes.py:1040(construct_from_string)
      232    0.000    0.000    0.002    0.000 dtypes.py:1092(is_dtype)
      116    0.000    0.000    0.000    0.000 dtypes.py:717(construct_from_string)
      696    0.001    0.000    0.001    0.000 dtypes.py:83(find)
      116    0.000    0.000    0.000    0.000 dtypes.py:866(construct_from_string)
      232    0.000    0.000    0.002    0.000 dtypes.py:912(is_dtype)
       12    0.000    0.000    0.000    0.000 enum.py:289(__call__)
       12    0.000    0.000    0.000    0.000 enum.py:531(__new__)
        5    0.000    0.000    0.000    0.000 enum.py:841(__and__)
        1    0.000    0.000    0.002    0.002 excel.py:2(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:23(ExcelCell)
        1    0.000    0.000    0.000    0.000 excel.py:328(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 excel.py:36(CSSToExcelConverter)
       58    0.000    0.000    0.007    0.000 excel.py:364(__init__)
       58    0.000    0.000    0.003    0.000 excel.py:500(_format_header_regular)
       58    0.001    0.000    0.001    0.000 excel.py:525(_format_header)
       58    0.000    0.000    0.000    0.000 excel.py:533(<listcomp>)
       58    0.000    0.000    0.000    0.000 excel.py:536(<lambda>)
       58    0.000    0.000    0.000    0.000 excel.py:544(_format_body)
       58    0.000    0.000    0.000    0.000 excel.py:551(_format_regular_rows)
       58    0.000    0.000    0.000    0.000 excel.py:668(_generate_body)
       58    0.000    0.000    0.005    0.000 excel.py:685(get_formatted_cells)
       58    0.001    0.000    3.071    0.053 excel.py:690(write)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(XlsxInputError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(XlsxFileError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(EmptyChartSeries)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(DuplicateTableName)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(InvalidWorksheetName)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(DuplicateWorksheetName)
        1    0.000    0.000    0.000    0.000 exceptions.py:37(UndefinedImageSize)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(UnsupportedImageFormat)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(FileCreateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:49(FileSizeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(XlsxWriterException)
        1    0.000    0.000    0.000    0.000 format.py:13(Format)
       58    0.000    0.000    0.000    0.000 format.py:186(set_underline)
      116    0.002    0.000    0.003    0.000 format.py:26(__init__)
       58    0.000    0.000    0.000    0.000 format.py:663(set_xf_index)
       58    0.000    0.000    0.000    0.000 format.py:713(set_theme)
       58    0.000    0.000    0.000    0.000 format.py:717(set_hyperlink)
       58    0.000    0.000    0.000    0.000 format.py:752(_get_align_properties)
       58    0.000    0.000    0.000    0.000 format.py:836(_get_protection_properties)
       58    0.000    0.000    0.002    0.000 format.py:861(_get_font_key)
      812    0.000    0.000    0.001    0.000 format.py:863(<genexpr>)
       58    0.000    0.000    0.001    0.000 format.py:880(_get_border_key)
      696    0.000    0.000    0.001    0.000 format.py:882(<genexpr>)
       58    0.000    0.000    0.000    0.000 format.py:897(_get_fill_key)
      232    0.000    0.000    0.000    0.000 format.py:899(<genexpr>)
        1    0.000    0.000    0.000    0.000 format.py:9(<module>)
     1566    0.001    0.000    0.001    0.000 format.py:987(_to_string)
       58    0.001    0.000    0.050    0.001 frame.py:397(__init__)
       58    0.000    0.000    0.000    0.000 frame.py:508(shape)
        1    0.000    0.000    0.000    0.000 functools.py:37(update_wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:67(wraps)
       58    0.000    0.000    0.000    0.000 generic.py:162(__init__)
       58    0.002    0.000    3.085    0.053 generic.py:2215(to_excel)
       58    0.000    0.000    0.000    0.000 generic.py:486(_info_axis)
       58    0.001    0.000    0.006    0.000 generic.py:5162(__getattr__)
     4234    0.002    0.000    0.003    0.000 generic.py:7(_check)
      116    0.000    0.000    0.001    0.000 genericpath.py:121(_splitext)
      119    0.000    0.000    0.000    0.000 helpers.py:105(_check_command_response)
       58    0.000    0.000    0.000    0.000 helpers.py:62(_index_list)
       58    0.000    0.000    0.002    0.000 helpers.py:78(_index_document)
        1    0.000    0.000    0.000    0.000 idna.py:147(encode)
      116    0.000    0.000    0.000    0.000 inference.py:120(is_iterator)
        2    0.000    0.000    0.000    0.000 ismaster.py:102(max_bson_size)
        1    0.000    0.000    0.000    0.000 ismaster.py:106(max_message_size)
        1    0.000    0.000    0.000    0.000 ismaster.py:110(max_write_batch_size)
        2    0.000    0.000    0.000    0.000 ismaster.py:118(max_wire_version)
        1    0.000    0.000    0.000    0.000 ismaster.py:134(logical_session_timeout_minutes)
        1    0.000    0.000    0.000    0.000 ismaster.py:138(is_writable)
        1    0.000    0.000    0.000    0.000 ismaster.py:156(compressors)
        1    0.000    0.000    0.000    0.000 ismaster.py:24(_get_server_type)
        1    0.000    0.000    0.000    0.000 ismaster.py:51(__init__)
        2    0.000    0.000    0.000    0.000 ismaster.py:72(server_type)
       58    0.000    0.000    0.006    0.000 managers.py:126(__init__)
       58    0.000    0.000    0.000    0.000 managers.py:132(<listcomp>)
      174    0.000    0.000    0.001    0.000 managers.py:167(shape)
      522    0.000    0.000    0.001    0.000 managers.py:169(<genexpr>)
       58    0.000    0.000    0.008    0.000 managers.py:1691(create_block_manager_from_arrays)
       58    0.001    0.000    0.002    0.000 managers.py:1726(form_blocks)
       58    0.001    0.000    0.004    0.000 managers.py:216(_rebuild_blknos_and_blklocs)
       58    0.000    0.000    0.000    0.000 managers.py:236(items)
       58    0.000    0.000    0.001    0.000 managers.py:340(_verify_integrity)
       58    0.000    0.000    0.000    0.000 managers.py:342(<genexpr>)
       58    0.000    0.000    0.000    0.000 managers.py:646(is_consolidated)
       58    0.000    0.000    0.000    0.000 managers.py:654(_consolidate_check)
       58    0.000    0.000    0.000    0.000 managers.py:655(<listcomp>)
       58    0.000    0.000    0.000    0.000 managers.py:935(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 message.py:1462(__init__)
        1    0.000    0.000    0.000    0.000 message.py:1468(raw_response)
        1    0.000    0.000    0.000    0.000 message.py:1507(unpack_response)
        1    0.000    0.000    0.000    0.000 message.py:1542(unpack)
      118    0.000    0.000    0.000    0.000 message.py:1562(__init__)
      118    0.000    0.000    0.020    0.000 message.py:1569(unpack_response)
      118    0.002    0.000    0.002    0.000 message.py:1592(unpack)
       58    0.001    0.000    0.002    0.000 message.py:182(_gen_find_command)
       58    0.000    0.000    0.000    0.000 message.py:187(<listcomp>)
       58    0.000    0.000    0.000    0.000 message.py:240(__init__)
       58    0.000    0.000    0.000    0.000 message.py:260(namespace)
       58    0.000    0.000    0.000    0.000 message.py:263(use_command)
       58    0.001    0.000    0.004    0.000 message.py:284(as_command)
       58    0.000    0.000    0.010    0.000 message.py:319(get_message)
      118    0.001    0.000    0.010    0.000 message.py:682(_op_msg)
        1    0.000    0.000    0.000    0.000 message.py:764(query)
      118    0.000    0.000    0.000    0.000 mongo_client.py:1111(retry_reads)
      236    0.001    0.000    0.006    0.000 mongo_client.py:1207(_get_topology)
      236    0.001    0.000    0.025    0.000 mongo_client.py:1218(_get_socket)
      118    0.001    0.000    0.026    0.000 mongo_client.py:1233(_select_server)
      236    0.001    0.000    0.030    0.000 mongo_client.py:1270(_slaveok_for_server)
       58    0.000    0.000    0.151    0.003 mongo_client.py:1306(_run_operation_with_response)
       58    0.000    0.000    0.135    0.002 mongo_client.py:1334(_cmd)
      118    0.002    0.000    4.143    0.035 mongo_client.py:1437(_retryable_read)
      118    0.001    0.000    0.004    0.000 mongo_client.py:1750(__start_session)
      118    0.000    0.000    0.002    0.000 mongo_client.py:1791(_get_server_session)
      118    0.000    0.000    0.002    0.000 mongo_client.py:1795(_return_server_session)
      118    0.000    0.000    0.004    0.000 mongo_client.py:1799(_ensure_session)
      120    0.000    0.000    0.004    0.000 mongo_client.py:1812(_tmp_session)
      118    0.000    0.000    0.000    0.000 mongo_client.py:1835(_send_cluster_time)
      118    0.001    0.000    0.003    0.000 mongo_client.py:1848(_process_response)
      118    0.000    0.000    0.000    0.000 mongo_client.py:2164(__init__)
      118    0.000    0.000    0.000    0.000 mongo_client.py:2170(contribute_socket)
      118    0.000    0.000    0.000    0.000 mongo_client.py:2175(__enter__)
      118    0.000    0.000    0.000    0.000 mongo_client.py:2178(__exit__)
      237    0.000    0.000    0.002    0.000 monitor.py:33(open)
        1    0.000    0.000    0.000    0.000 monitor.py:51(request_check)
      118    0.000    0.000    0.000    0.000 monitoring.py:1141(enabled_for_commands)
      119    0.002    0.000    4.025    0.034 network.py:192(receive_message)
      238    0.003    0.000    4.021    0.017 network.py:249(_receive_data_on_socket)
       61    0.002    0.000    3.941    0.065 network.py:53(command)
     2613    0.012    0.000    0.016    0.000 ntpath.py:122(splitdrive)
      116    0.000    0.000    0.001    0.000 ntpath.py:201(splitext)
      117    0.000    0.000    0.001    0.000 ntpath.py:287(expanduser)
        1    0.000    0.000    0.000    0.000 ntpath.py:337(expandvars)
        1    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
     1045    0.012    0.000    0.023    0.000 ntpath.py:450(normpath)
      523    0.001    0.000    0.018    0.000 ntpath.py:523(abspath)
      523    0.004    0.000    0.010    0.000 ntpath.py:75(join)
      232    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
      116    0.000    0.000    0.001    0.000 numerictypes.py:365(issubdtype)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
      181    0.001    0.000    0.001    0.000 os.py:676(__getitem__)
      181    0.000    0.000    0.000    0.000 os.py:740(check_str)
      181    0.000    0.000    0.000    0.000 os.py:746(encodekey)
      177    0.000    0.000    0.002    0.000 os.py:772(getenv)
       58    0.000    0.000    0.000    0.000 packager.py:107(_set_tmpdir)
       58    0.000    0.000    0.000    0.000 packager.py:111(_set_in_memory)
       58    0.000    0.000    0.000    0.000 packager.py:115(_add_workbook)
       58    0.007    0.000    1.529    0.026 packager.py:130(_create_package)
      522    0.004    0.000    0.600    0.001 packager.py:157(_filename)
       58    0.000    0.000    0.168    0.003 packager.py:170(_write_workbook_file)
       58    0.001    0.000    0.169    0.003 packager.py:177(_write_worksheet_files)
       58    0.000    0.000    0.000    0.000 packager.py:193(_write_chartsheet_files)
       58    0.000    0.000    0.000    0.000 packager.py:205(_write_chart_files)
       58    0.000    0.000    0.000    0.000 packager.py:223(_write_drawing_files)
       58    0.000    0.000    0.000    0.000 packager.py:235(_write_vml_files)
       58    0.000    0.000    0.000    0.000 packager.py:265(_write_comment_files)
       58    0.000    0.000    0.001    0.000 packager.py:278(_write_shared_strings_file)
       58    0.001    0.000    0.170    0.003 packager.py:289(_write_app_file)
        1    0.000    0.000    0.000    0.000 packager.py:32(Packager)
       58    0.001    0.000    0.169    0.003 packager.py:325(_write_core_file)
       58    0.000    0.000    0.002    0.000 packager.py:334(_write_custom_file)
       58    0.001    0.000    0.182    0.003 packager.py:346(_write_content_types_file)
       58    0.001    0.000    0.175    0.003 packager.py:393(_write_styles_file)
       58    0.001    0.000    0.163    0.003 packager.py:420(_write_theme_file)
       58    0.000    0.000    0.000    0.000 packager.py:427(_write_table_files)
       58    0.000    0.000    0.000    0.000 packager.py:444(_get_table_count)
       58    0.001    0.000    0.161    0.003 packager.py:450(_write_root_rels_file)
       58    0.001    0.000    0.158    0.003 packager.py:470(_write_workbook_rels_file)
       58    0.001    0.000    0.001    0.000 packager.py:506(_write_worksheet_rels_files)
       58    0.000    0.000    0.000    0.000 packager.py:536(_write_chartsheet_rels_files)
       58    0.000    0.000    0.000    0.000 packager.py:562(_write_drawing_rels_files)
       58    0.000    0.000    0.000    0.000 packager.py:599(_add_image_files)
       58    0.000    0.000    0.000    0.000 packager.py:644(_add_vba_project)
       58    0.000    0.000    0.000    0.000 packager.py:80(__init__)
        1    0.000    0.000    0.016    0.016 packager.py:9(<module>)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:101(wake)
      473    0.001    0.000    0.003    0.000 periodic_executor.py:53(open)
        1    0.000    0.000    0.015    0.015 pool.py:1061(connect)
      236    0.001    0.000    0.022    0.000 pool.py:1097(get_socket)
      118    0.001    0.000    0.017    0.000 pool.py:1145(_get_socket_no_auth)
      118    0.002    0.000    0.004    0.000 pool.py:1193(return_socket)
      117    0.000    0.000    0.001    0.000 pool.py:1221(_perished)
        1    0.000    0.000    0.000    0.000 pool.py:130(_set_non_inheritable_non_atomic)
        1    0.000    0.000    0.000    0.000 pool.py:158(_set_keepalive_times)
      117    0.000    0.000    0.000    0.000 pool.py:388(max_idle_time_seconds)
        1    0.000    0.000    0.000    0.000 pool.py:396(connect_timeout)
        1    0.000    0.000    0.000    0.000 pool.py:402(socket_timeout)
      118    0.000    0.000    0.000    0.000 pool.py:408(wait_queue_timeout)
        1    0.000    0.000    0.000    0.000 pool.py:422(ssl_context)
        2    0.000    0.000    0.000    0.000 pool.py:434(socket_keepalive)
      238    0.000    0.000    0.000    0.000 pool.py:441(event_listeners)
        1    0.000    0.000    0.000    0.000 pool.py:459(compression_settings)
        1    0.000    0.000    0.000    0.000 pool.py:463(metadata)
        1    0.000    0.000    0.000    0.000 pool.py:479(__init__)
        1    0.000    0.000    0.001    0.001 pool.py:505(ismaster)
       61    0.001    0.000    3.943    0.065 pool.py:533(command)
       58    0.000    0.000    0.006    0.000 pool.py:620(send_message)
       58    0.000    0.000    0.114    0.002 pool.py:637(receive_message)
       60    0.000    0.000    0.000    0.000 pool.py:648(_raise_if_not_writable)
      118    0.000    0.000    0.000    0.000 pool.py:693(check_auth)
      119    0.000    0.000    0.000    0.000 pool.py:733(validate_session)
      119    0.000    0.000    0.001    0.000 pool.py:764(send_cluster_time)
      118    0.000    0.000    0.000    0.000 pool.py:769(update_last_checkin_time)
      118    0.000    0.000    0.000    0.000 pool.py:772(update_is_writable)
      117    0.000    0.000    0.000    0.000 pool.py:775(idle_time_seconds)
        1    0.000    0.000    0.014    0.014 pool.py:816(_create_connection)
        1    0.000    0.000    0.014    0.014 pool.py:888(_configured_socket)
      237    0.000    0.000    0.000    0.000 py3compat.py:49(itervalues)
      118    0.000    0.000    0.000    0.000 py3compat.py:58(_unicode)
     4302    0.007    0.000    0.010    0.000 random.py:224(_randbelow)
     4302    0.005    0.000    0.017    0.000 random.py:256(choice)
        2    0.000    0.000    0.000    0.000 random.py:88(__init__)
        2    0.000    0.000    0.000    0.000 random.py:97(seed)
      814    0.001    0.000    0.007    0.000 re.py:234(compile)
      814    0.003    0.000    0.006    0.000 re.py:273(_compile)
      118    0.000    0.000    0.000    0.000 read_concern.py:41(level)
      118    0.000    0.000    0.000    0.000 read_preferences.py:108(document)
      118    0.000    0.000    0.000    0.000 read_preferences.py:119(mode)
      119    0.000    0.000    0.000    0.000 read_preferences.py:147(min_wire_version)
      348    0.001    0.000    0.005    0.000 relationships.py:100(_write_relationship)
        1    0.000    0.000    0.000    0.000 relationships.py:17(Relationships)
      116    0.001    0.000    0.002    0.000 relationships.py:30(__init__)
      116    0.000    0.000    0.055    0.000 relationships.py:47(_assemble_xml_file)
      290    0.001    0.000    0.001    0.000 relationships.py:58(_add_document_relationship)
       58    0.000    0.000    0.000    0.000 relationships.py:64(_add_package_relationship)
      116    0.001    0.000    0.008    0.000 relationships.py:89(_write_relationships)
        1    0.000    0.000    0.000    0.000 relationships.py:9(<module>)
       58    0.000    0.000    0.000    0.000 response.py:22(__init__)
       58    0.000    0.000    0.000    0.000 response.py:45(address)
       58    0.000    0.000    0.000    0.000 response.py:60(from_command)
       58    0.000    0.000    0.000    0.000 response.py:65(docs)
      118    0.000    0.000    0.001    0.000 server.py:199(get_socket)
      354    0.000    0.000    0.000    0.000 server.py:202(description)
      118    0.000    0.000    0.000    0.000 server.py:211(pool)
       58    0.000    0.000    0.000    0.000 server.py:215(_split_message)
      237    0.000    0.000    0.003    0.000 server.py:44(open)
        1    0.000    0.000    0.000    0.000 server.py:66(request_check)
       58    0.002    0.000    0.135    0.002 server.py:70(run_operation_with_response)
      118    0.000    0.000    0.000    0.000 server_description.py:190(mongos)
      119    0.000    0.000    0.000    0.000 server_description.py:194(is_server_type_known)
      118    0.000    0.000    0.000    0.000 server_description.py:205(retryable_reads_supported)
      294    0.000    0.000    0.000    0.000 server_description.py:79(address)
      119    0.000    0.000    0.000    0.000 server_description.py:84(server_type)
      118    0.000    0.000    0.000    0.000 settings.py:93(server_selection_timeout)
      119    0.000    0.000    0.000    0.000 settings.py:97(server_selector)
        1    0.000    0.000    0.000    0.000 shape.py:11(Shape)
        1    0.000    0.000    0.000    0.000 shape.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:126(SharedStringTable)
       58    0.000    0.000    0.000    0.000 sharedstrings.py:132(__init__)
       58    0.000    0.000    0.000    0.000 sharedstrings.py:157(_sort_string_data)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:16(SharedStrings)
       58    0.000    0.000    0.001    0.000 sharedstrings.py:28(__init__)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:9(<module>)
       58    0.002    0.000    0.002    0.000 sheet.py:319(__init__)
       58    0.000    0.000    0.000    0.000 sheet.py:417(cell_value)
       58    0.000    0.000    0.000    0.000 sheet.py:576(tidy_dimensions)
      522    0.002    0.000    0.054    0.000 shutil.py:76(copyfileobj)
        2    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        1    0.000    0.000    0.003    0.003 socket.py:735(getaddrinfo)
        2    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
       58    0.000    0.000    0.000    0.000 son.py:100(items)
       58    0.000    0.000    0.000    0.000 son.py:101(<listcomp>)
      118    0.000    0.000    0.000    0.000 son.py:114(pop)
      649    0.001    0.000    0.002    0.000 son.py:135(update)
       58    0.000    0.000    0.000    0.000 son.py:168(__len__)
      236    0.001    0.000    0.002    0.000 son.py:40(__init__)
      236    0.001    0.000    0.001    0.000 son.py:46(__new__)
      828    0.001    0.000    0.001    0.000 son.py:57(__setitem__)
        1    0.000    0.000    0.000    0.000 son.py:69(copy)
     1434    0.000    0.000    0.000    0.000 son.py:77(__iter__)
        4    0.000    0.000    0.000    0.000 son.py:85(iteritems)
       11    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       11    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
        6    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        6    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       11    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       11    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
      6/5    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        5    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        5    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       10    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        5    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
        8    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
     32/5    0.000    0.000    0.000    0.000 sre_compile.py:71(_compile)
        5    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
       33    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       60    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      160    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
       11    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       36    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
    38/11    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        5    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      123    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
       92    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
       94    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       39    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
       13    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       12    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
        9    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
     12/5    0.000    0.000    0.001    0.000 sre_parse.py:411(_parse_sub)
     20/7    0.000    0.000    0.001    0.000 sre_parse.py:469(_parse)
        5    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       22    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        6    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        5    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
        5    0.000    0.000    0.001    0.000 sre_parse.py:913(parse)
        6    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 styles.py:12(Styles)
       58    0.000    0.000    0.001    0.000 styles.py:122(_write_style_sheet)
       58    0.000    0.000    0.000    0.000 styles.py:129(_write_num_fmts)
       58    0.000    0.000    0.004    0.000 styles.py:200(_write_fonts)
       58    0.001    0.000    0.003    0.000 styles.py:220(_write_font)
       58    0.000    0.000    0.001    0.000 styles.py:25(__init__)
       58    0.000    0.000    0.000    0.000 styles.py:326(_write_color)
       58    0.000    0.000    0.002    0.000 styles.py:332(_write_fills)
      116    0.000    0.000    0.002    0.000 styles.py:349(_write_default_fill)
       58    0.000    0.000    0.003    0.000 styles.py:414(_write_borders)
       58    0.000    0.000    0.002    0.000 styles.py:427(_write_border)
      290    0.000    0.000    0.001    0.000 styles.py:481(_write_sub_border)
       58    0.001    0.000    0.046    0.001 styles.py:51(_assemble_xml_file)
       58    0.000    0.000    0.002    0.000 styles.py:518(_write_cell_style_xfs)
       58    0.000    0.000    0.002    0.000 styles.py:535(_write_cell_xfs)
       58    0.000    0.000    0.001    0.000 styles.py:554(_write_style_xf)
       58    0.000    0.000    0.002    0.000 styles.py:582(_write_xf)
       58    0.000    0.000    0.001    0.000 styles.py:646(_write_cell_styles)
       58    0.000    0.000    0.001    0.000 styles.py:664(_write_cell_style)
       58    0.000    0.000    0.000    0.000 styles.py:674(_write_dxfs)
       58    0.000    0.000    0.001    0.000 styles.py:704(_write_table_styles)
       58    0.000    0.000    0.000    0.000 styles.py:718(_write_colors)
        1    0.000    0.000    0.000    0.000 styles.py:9(<module>)
       58    0.000    0.000    0.000    0.000 styles.py:96(_set_style_properties)
        1    0.000    0.000    0.000    0.000 table.py:11(Table)
        1    0.000    0.000    0.000    0.000 table.py:8(<module>)
      522    0.002    0.000    0.006    0.000 tempfile.py:114(_sanitize_params)
      523    0.002    0.000    0.003    0.000 tempfile.py:142(rng)
      523    0.003    0.000    0.025    0.000 tempfile.py:153(__next__)
      523    0.002    0.000    0.018    0.000 tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:159(_candidate_tempdir_list)
        1    0.000    0.000    0.002    0.002 tempfile.py:186(_get_default_tempdir)
      522    0.000    0.000    0.000    0.000 tempfile.py:233(_get_candidate_names)
      522    0.008    0.000    0.523    0.001 tempfile.py:247(_mkstemp_inner)
      522    0.000    0.000    0.003    0.000 tempfile.py:287(gettempdir)
      522    0.002    0.000    0.532    0.001 tempfile.py:303(mkstemp)
      522    0.001    0.000    0.001    0.000 tempfile.py:93(_infer_return_type)
      174    0.000    0.000    0.004    0.000 termcolor.py:118(cprint)
      174    0.001    0.000    0.003    0.000 termcolor.py:86(colored)
        1    0.000    0.000    0.000    0.000 theme.py:16(Theme)
       58    0.000    0.000    0.000    0.000 theme.py:29(__init__)
       58    0.000    0.000    0.030    0.001 theme.py:44(_assemble_xml_file)
       58    0.000    0.000    0.065    0.001 theme.py:50(_set_xml_writer)
       58    0.000    0.000    0.002    0.000 theme.py:65(_write_theme_file)
        1    0.000    0.000    0.000    0.000 theme.py:9(<module>)
      118    0.000    0.000    0.000    0.000 thread_util.py:38(acquire)
      118    0.001    0.000    0.002    0.000 thread_util.py:63(release)
      118    0.000    0.000    0.002    0.000 thread_util.py:83(release)
      473    0.000    0.000    0.001    0.000 threading.py:1050(_wait_for_tstate_lock)
      473    0.001    0.000    0.002    0.000 threading.py:1092(is_alive)
        1    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
      119    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.015    0.015 threading.py:264(wait)
      118    0.001    0.000    0.001    0.000 threading.py:335(notify)
      473    0.000    0.000    0.000    0.000 threading.py:507(is_set)
      116    0.000    0.000    0.000    0.000 threading.py:75(RLock)
      174    0.000    0.000    0.000    0.000 timemachine.py:32(<lambda>)
      236    0.001    0.000    0.005    0.000 topology.py:138(open)
      118    0.001    0.000    0.020    0.000 topology.py:163(select_servers)
      118    0.000    0.000    0.001    0.000 topology.py:191(<listcomp>)
      118    0.001    0.000    0.018    0.000 topology.py:194(_select_servers_loop)
      118    0.000    0.000    0.021    0.000 topology.py:224(select_server)
      118    0.000    0.000    0.000    0.000 topology.py:330(get_server_by_address)
      118    0.000    0.000    0.000    0.000 topology.py:372(max_cluster_time)
      118    0.000    0.000    0.000    0.000 topology.py:376(_receive_cluster_time_no_lock)
      118    0.000    0.000    0.001    0.000 topology.py:390(receive_cluster_time)
      118    0.000    0.000    0.000    0.000 topology.py:457(description)
      118    0.001    0.000    0.002    0.000 topology.py:466(get_server_session)
      118    0.000    0.000    0.001    0.000 topology.py:491(return_server_session)
      237    0.001    0.000    0.004    0.000 topology.py:510(_ensure_opened)
        1    0.000    0.000    0.000    0.000 topology.py:556(_request_check_all)
      119    0.000    0.000    0.000    0.000 topology_description.py:118(check_compatible)
      237    0.000    0.000    0.000    0.000 topology_description.py:158(topology_type)
      296    0.000    0.000    0.000    0.000 topology_description.py:186(logical_session_timeout_minutes)
      119    0.000    0.000    0.001    0.000 topology_description.py:191(known_servers)
      119    0.000    0.000    0.001    0.000 topology_description.py:194(<listcomp>)
      119    0.001    0.000    0.002    0.000 topology_description.py:221(apply_selector)
      174    0.001    0.000    0.003    0.000 tzinfo.py:193(fromutc)
      174    0.000    0.000    0.000    0.000 tzinfo.py:427(dst)
        1    0.000    0.000    0.000    0.000 utility.py:7(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:271(bytes)
        1    0.000    0.000    0.000    0.000 uuid.py:759(uuid4)
      116    0.000    0.000    0.002    0.000 version.py:302(__init__)
      116    0.001    0.000    0.002    0.000 version.py:307(parse)
      116    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       58    0.000    0.000    0.001    0.000 version.py:331(_cmp)
       58    0.000    0.000    0.001    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 vml.py:12(Vml)
        1    0.000    0.000    0.000    0.000 vml.py:9(<module>)
       58    0.000    0.000    0.001    0.000 workbook.py:1028(_prepare_defined_names)
       58    0.000    0.000    0.000    0.000 workbook.py:1069(_sort_defined_names)
       58    0.000    0.000    0.000    0.000 workbook.py:1096(_prepare_drawings)
       58    0.000    0.000    0.000    0.000 workbook.py:1438(_extract_named_ranges)
       58    0.000    0.000    0.000    0.000 workbook.py:1477(_prepare_vml)
       58    0.000    0.000    0.000    0.000 workbook.py:1519(_prepare_tables)
       58    0.000    0.000    0.000    0.000 workbook.py:1533(_add_chart_data)
       58    0.000    0.000    0.001    0.000 workbook.py:1643(_prepare_sst_string_data)
