518078 function calls (514214 primitive calls) in 7.743 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       58    0.000    0.000    0.001    0.000 workbook.py:1647(_get_packager)
       58    0.000    0.000    0.001    0.000 workbook.py:1658(_write_workbook)
       58    0.000    0.000    0.005    0.000 workbook.py:166(add_worksheet)
       58    0.000    0.000    0.001    0.000 workbook.py:1672(_write_file_version)
       58    0.000    0.000    0.001    0.000 workbook.py:1693(_write_workbook_pr)
       58    0.000    0.000    0.002    0.000 workbook.py:1707(_write_book_views)
       58    0.000    0.000    0.001    0.000 workbook.py:1713(_write_workbook_view)
       58    0.000    0.000    0.001    0.000 workbook.py:1737(_write_sheets)
       58    0.000    0.000    0.001    0.000 workbook.py:1748(_write_sheet)
       58    0.000    0.000    0.001    0.000 workbook.py:1762(_write_calc_pr)
       58    0.000    0.000    0.000    0.000 workbook.py:1777(_write_defined_names)
        1    0.000    0.000    0.000    0.000 workbook.py:1807(WorksheetMeta)
       58    0.000    0.000    0.000    0.000 workbook.py:1814(__init__)
      116    0.001    0.000    0.003    0.000 workbook.py:198(add_format)
       58    0.001    0.000    2.970    0.051 workbook.py:302(close)
        1    0.000    0.000    0.000    0.000 workbook.py:46(Workbook)
     1334    0.001    0.000    0.001    0.000 workbook.py:512(worksheets)
       58    0.001    0.000    0.037    0.001 workbook.py:589(_assemble_xml_file)
       58    0.002    0.000    0.007    0.000 workbook.py:61(__init__)
       58    0.016    0.000    2.969    0.051 workbook.py:625(_store_workbook)
       58    0.001    0.000    0.005    0.000 workbook.py:720(_add_sheet)
       58    0.000    0.000    0.001    0.000 workbook.py:758(_check_sheetname)
       58    0.000    0.000    0.006    0.000 workbook.py:804(_prepare_format_properties)
       58    0.001    0.000    0.001    0.000 workbook.py:822(_prepare_formats)
       58    0.000    0.000    0.002    0.000 workbook.py:866(_prepare_fonts)
       58    0.000    0.000    0.000    0.000 workbook.py:895(_prepare_num_formats)
        1    0.000    0.000    0.062    0.062 workbook.py:9(<module>)
       58    0.000    0.000    0.002    0.000 workbook.py:938(_prepare_borders)
       58    0.000    0.000    0.001    0.000 workbook.py:969(_prepare_fills)
        2    0.000    0.000    0.000    0.000 worksheet.py:105(convert_column_args)
        1    0.000    0.000    0.000    0.000 worksheet.py:150(Worksheet)
       58    0.003    0.000    0.003    0.000 worksheet.py:162(__init__)
       58    0.000    0.000    0.000    0.000 worksheet.py:3722(_initialize)
       58    0.002    0.000    0.035    0.001 worksheet.py:3764(_assemble_xml_file)
      116    0.000    0.000    0.000    0.000 worksheet.py:3934(_sort_pagebreaks)
       19    0.000    0.000    0.000    0.000 worksheet.py:51(convert_cell_args)
       58    0.000    0.000    0.001    0.000 worksheet.py:5170(_write_worksheet)
       58    0.000    0.000    0.001    0.000 worksheet.py:5192(_write_dimension)
       58    0.000    0.000    0.002    0.000 worksheet.py:5228(_write_sheet_views)
       58    0.000    0.000    0.001    0.000 worksheet.py:5237(_write_sheet_view)
       58    0.000    0.000    0.001    0.000 worksheet.py:5286(_write_sheet_format_pr)
       58    0.000    0.000    0.000    0.000 worksheet.py:5310(_write_cols)
       58    0.000    0.000    0.000    0.000 worksheet.py:5379(_write_sheet_data)
       58    0.000    0.000    0.002    0.000 worksheet.py:5414(_write_page_margins)
       58    0.000    0.000    0.000    0.000 worksheet.py:5426(_write_page_setup)
       58    0.000    0.000    0.000    0.000 worksheet.py:5500(_write_print_options)
       58    0.000    0.000    0.000    0.000 worksheet.py:5525(_write_header_footer)
       58    0.000    0.000    0.000    0.000 worksheet.py:5863(_write_sheet_pr)
       58    0.000    0.000    0.000    0.000 worksheet.py:5928(_write_row_breaks)
       58    0.000    0.000    0.000    0.000 worksheet.py:5949(_write_col_breaks)
       58    0.000    0.000    0.000    0.000 worksheet.py:5979(_write_merge_cells)
       58    0.000    0.000    0.000    0.000 worksheet.py:6011(_write_hyperlinks)
       58    0.000    0.000    0.000    0.000 worksheet.py:6116(_write_auto_filter)
       58    0.000    0.000    0.000    0.000 worksheet.py:6242(_write_sheet_protection)
       58    0.000    0.000    0.000    0.000 worksheet.py:6290(_write_drawings)
       58    0.000    0.000    0.000    0.000 worksheet.py:6306(_write_legacy_drawing)
       58    0.000    0.000    0.000    0.000 worksheet.py:6319(_write_legacy_drawing_hf)
       58    0.000    0.000    0.000    0.000 worksheet.py:6332(_write_data_validations)
       58    0.000    0.000    0.000    0.000 worksheet.py:6460(_write_conditional_formats)
       58    0.000    0.000    0.000    0.000 worksheet.py:6885(_write_table_parts)
       58    0.000    0.000    0.000    0.000 worksheet.py:6915(_write_ext_list)
        8    0.000    0.000    0.000    0.000 worksheet.py:74(convert_range_args)
        1    0.000    0.000    0.011    0.011 worksheet.py:9(<module>)
       58    0.000    0.000    0.000    0.000 xlsx.py:136(unescape)
      232    0.000    0.000    0.000    0.000 xlsx.py:179(cnv_ST_Xstring)
       58    0.000    0.000    0.000    0.000 xlsx.py:190(cnv_xsd_boolean)
      116    0.002    0.000    0.024    0.000 xlsx.py:261(process_stream)
      232    0.000    0.000    0.000    0.000 xlsx.py:274(finish_off)
       58    0.000    0.000    0.000    0.000 xlsx.py:288(__init__)
       58    0.000    0.000    0.031    0.001 xlsx.py:30(ensure_elementtree_imported)
       58    0.001    0.000    0.007    0.000 xlsx.py:306(process_coreprops)
      696    0.001    0.000    0.001    0.000 xlsx.py:326(convert_filename)
       58    0.001    0.000    0.010    0.000 xlsx.py:330(process_rels)
       58    0.001    0.000    0.003    0.000 xlsx.py:373(do_sheet)
       58    0.000    0.000    0.000    0.000 xlsx.py:408(do_workbookpr)
       58    0.000    0.000    0.000    0.000 xlsx.py:423(__init__)
       58    0.001    0.000    0.001    0.000 xlsx.py:472(__init__)
       58    0.000    0.000    0.000    0.000 xlsx.py:485(do_cellstylexfs)
       58    0.000    0.000    0.000    0.000 xlsx.py:488(do_cellxfs)
      116    0.000    0.000    0.001    0.000 xlsx.py:501(do_xf)
       58    0.000    0.000    0.000    0.000 xlsx.py:528(__init__)
       58    0.001    0.000    0.014    0.000 xlsx.py:543(own_process_stream)
       58    0.000    0.000    0.001    0.000 xlsx.py:596(do_dimension)
       58    0.005    0.000    0.112    0.002 xlsx.py:784(open_workbook_2007_xml)
       58    0.000    0.000    0.000    0.000 xlsx.py:86(cell_name_to_rowx_colx)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:11(<module>)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:18(XMLwriter)
     6264    0.005    0.000    0.012    0.000 xmlwriter.py:180(_escape_attributes)
      870    0.001    0.000    0.001    0.000 xmlwriter.py:196(_escape_data)
      696    0.003    0.000    0.008    0.000 xmlwriter.py:24(__init__)
      464    0.003    0.000    0.519    0.001 xmlwriter.py:34(_set_xml_writer)
      464    0.002    0.000    0.199    0.000 xmlwriter.py:43(_xml_close)
      464    0.001    0.000    0.004    0.000 xmlwriter.py:48(_xml_declaration)
     1566    0.006    0.000    0.014    0.000 xmlwriter.py:53(_xml_start_tag)
     1566    0.002    0.000    0.005    0.000 xmlwriter.py:70(_xml_end_tag)
     2378    0.009    0.000    0.022    0.000 xmlwriter.py:74(_xml_empty_tag)
      870    0.002    0.000    0.005    0.000 xmlwriter.py:91(_xml_data_element)
      290    0.001    0.000    0.004    0.000 zipfile.py:1023(_read2)
      290    0.001    0.000    0.002    0.000 zipfile.py:1039(close)
      522    0.003    0.000    0.010    0.000 zipfile.py:1105(__init__)
     3132    0.002    0.000    0.002    0.000 zipfile.py:1115(_fileobj)
      522    0.004    0.000    0.022    0.000 zipfile.py:1122(write)
      522    0.012    0.000    0.157    0.000 zipfile.py:1134(close)
      116    0.003    0.000    0.120    0.001 zipfile.py:1208(__init__)
       58    0.005    0.000    0.019    0.000 zipfile.py:1317(_RealGetContents)
       58    0.000    0.000    0.000    0.000 zipfile.py:1395(namelist)
       58    0.000    0.000    0.000    0.000 zipfile.py:1397(<listcomp>)
      290    0.000    0.000    0.000    0.000 zipfile.py:1426(getinfo)
      812    0.006    0.000    0.053    0.000 zipfile.py:1467(open)
      870    0.000    0.000    0.000    0.000 zipfile.py:1516(<lambda>)
      522    0.006    0.000    0.034    0.000 zipfile.py:1565(_open_to_write)
      522    0.003    0.000    0.003    0.000 zipfile.py:1695(_writecheck)
      522    0.053    0.000    0.575    0.001 zipfile.py:1718(write)
      116    0.000    0.000    0.006    0.000 zipfile.py:1807(__del__)
      174    0.001    0.000    0.034    0.000 zipfile.py:1811(close)
       58    0.005    0.000    0.009    0.000 zipfile.py:1833(_write_end_record)
      406    0.001    0.000    0.023    0.000 zipfile.py:1935(_fpclose)
       58    0.000    0.000    0.001    0.000 zipfile.py:209(_EndRecData64)
       58    0.001    0.000    0.005    0.000 zipfile.py:252(_EndRecData)
     1044    0.006    0.000    0.008    0.000 zipfile.py:339(__init__)
     1044    0.010    0.000    0.018    0.000 zipfile.py:404(FileHeader)
     1566    0.002    0.000    0.003    0.000 zipfile.py:450(_encodeFilenameFlags)
      522    0.000    0.000    0.000    0.000 zipfile.py:456(_decodeExtra)
      522    0.011    0.000    0.101    0.000 zipfile.py:506(from_file)
     1044    0.001    0.000    0.001    0.000 zipfile.py:540(is_dir)
      638    0.001    0.000    0.001    0.000 zipfile.py:675(_check_compression)
      522    0.001    0.000    0.007    0.000 zipfile.py:694(_get_compressor)
      290    0.000    0.000    0.002    0.000 zipfile.py:710(_get_decompressor)
      290    0.000    0.000    0.000    0.000 zipfile.py:728(__init__)
      870    0.003    0.000    0.006    0.000 zipfile.py:747(read)
      290    0.000    0.000    0.001    0.000 zipfile.py:758(close)
      290    0.003    0.000    0.006    0.000 zipfile.py:799(__init__)
      580    0.003    0.000    0.016    0.000 zipfile.py:907(read)
      290    0.001    0.000    0.001    0.000 zipfile.py:940(_update_crc)
      290    0.003    0.000    0.014    0.000 zipfile.py:987(_read1)
      590    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x00007FFAB7DC69A0}
       60    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
     2330    0.004    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
     35/8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      174    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
      812    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_decode}
    10004    0.004    0.000    0.004    0.000 {built-in method _codecs.charmap_encode}
      522    0.002    0.000    0.002    0.000 {built-in method _codecs.lookup}
     6902    0.005    0.000    0.005    0.000 {built-in method _codecs.utf_8_encode}
       58    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       41    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      485    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      2/1    0.014    0.007    0.015    0.015 {built-in method _imp.create_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       45    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      485    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.003    0.003    0.003    0.003 {built-in method _socket.getaddrinfo}
        5    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      522    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
     1624    0.003    0.000    0.003    0.000 {built-in method _struct.pack}
      928    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
      321    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      376    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      119    0.019    0.000    0.019    0.000 {built-in method bson._cbson.decode_all}
      120    0.002    0.000    0.006    0.000 {built-in method builtins.__build_class__}
      8/7    0.000    0.000    0.021    0.003 {built-in method builtins.__import__}
      101    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     1044    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
     48/1    0.001    0.000    7.743    7.743 {built-in method builtins.exec}
     8224    0.003    0.000    0.003    0.000 {built-in method builtins.getattr}
     5162    0.003    0.000    0.009    0.000 {built-in method builtins.hasattr}
       58    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
     2494    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    20810    0.012    0.000    0.021    0.000 {built-in method builtins.isinstance}
     2378    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      416    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
27873/27086    0.005    0.000    0.006    0.000 {built-in method builtins.len}
     4012    0.003    0.000    0.003    0.000 {built-in method builtins.max}
      369    0.000    0.000    0.000    0.000 {built-in method builtins.min}
1530/1057    0.003    0.000    0.060    0.000 {built-in method builtins.next}
       51    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     2646    0.012    0.000    0.020    0.000 {built-in method builtins.print}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      740    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      290    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       58    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      124    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        9    0.000    0.000    0.000    0.000 {built-in method fromkeys}
     1219    0.859    0.001    0.859    0.001 {built-in method io.open}
       41    0.006    0.000    0.006    0.000 {built-in method marshal.loads}
      174    0.001    0.000    0.004    0.000 {built-in method now}
      523    0.002    0.000    0.002    0.000 {built-in method nt._getfullpathname}
      523    0.065    0.000    0.065    0.000 {built-in method nt.close}
     4540    0.002    0.000    0.002    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
      995    0.001    0.000    0.001    0.000 {built-in method nt.getpid}
        5    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
      523    0.461    0.001    0.461    0.001 {built-in method nt.open}
      580    0.478    0.001    0.478    0.001 {built-in method nt.remove}
      697    0.081    0.000    0.081    0.000 {built-in method nt.stat}
        1    0.001    0.001    0.001    0.001 {built-in method nt.unlink}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
      522    0.313    0.001    0.313    0.001 {built-in method nt.utime}
       58    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      116    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      232    0.002    0.000    0.002    0.000 {built-in method numpy.empty}
      118    0.006    0.000    0.007    0.000 {built-in method pymongo._cmessage._op_msg}
        1    0.000    0.000    0.000    0.000 {built-in method pymongo._cmessage._query_message}
        6    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        6    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      522    0.007    0.000    0.007    0.000 {built-in method time.localtime}
      522    0.003    0.000    0.003    0.000 {built-in method time.mktime}
      768    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      174    0.000    0.000    0.000    0.000 {built-in method utcnow}
      522    0.006    0.000    0.006    0.000 {built-in method zlib.compressobj}
     1102    0.003    0.000    0.003    0.000 {built-in method zlib.crc32}
      290    0.001    0.000    0.001    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000028F0E881438}
      812    0.001    0.000    0.001    0.000 {function _ZipWriteFile.close at 0x0000028F1EAD1F78}
       20    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      232    0.014    0.000    0.027    0.000 {method '_parse_whole' of 'xml.etree.ElementTree.XMLParser' objects}
       59    0.000    0.000    0.000    0.000 {method '_setevents' of 'xml.etree.ElementTree.XMLParser' objects}
      833    0.016    0.000    0.016    0.000 {method 'acquire' of '_thread.lock' objects}
       67    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       58    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     6027    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
      236    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
     4302    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
      116    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      522    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       58    0.017    0.000    0.017    0.000 {method 'close' of '_io.BufferedRandom' objects}
       58    0.005    0.000    0.005    0.000 {method 'close' of '_io.BufferedReader' objects}
      522    0.224    0.000    0.224    0.000 {method 'close' of '_io.BufferedWriter' objects}
       58    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.XMLParser' objects}
      522    0.014    0.000    0.014    0.000 {method 'compress' of 'zlib.Compress' objects}
        1    0.011    0.011    0.011    0.011 {method 'connect' of '_socket.socket' objects}
      235    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      812    0.002    0.000    0.006    0.000 {method 'decode' of 'bytes' objects}
      290    0.005    0.000    0.005    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     1567    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
      104    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       58    0.002    0.000    0.002    0.000 {method 'feed' of 'xml.etree.ElementTree.XMLParser' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
      116    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
       45    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     1044    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       58    0.000    0.000    0.000    0.000 {method 'findall' of 'xml.etree.ElementTree.Element' objects}
       58    0.002    0.000    0.002    0.000 {method 'flush' of '_io.BufferedRandom' objects}
      522    0.023    0.000    0.023    0.000 {method 'flush' of 'zlib.Compress' objects}
      290    0.001    0.000    0.001    0.000 {method 'flush' of 'zlib.Decompress' objects}
      342    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
     7591    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      928    0.000    0.000    0.000    0.000 {method 'get' of 'xml.etree.ElementTree.Element' objects}
     7581    0.003    0.000    0.003    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      411    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      174    0.000    0.000    0.000    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
     2238    0.002    0.000    0.003    0.000 {method 'join' of 'str' objects}
      528    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      523    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
       53    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      178    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      641    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
     2146    0.035    0.000    0.035    0.000 {method 'read' of '_io.BufferedReader' objects}
     2088    0.001    0.000    0.001    0.000 {method 'read' of '_io.BytesIO' objects}
       41    0.017    0.000    0.017    0.000 {method 'read' of '_io.FileIO' objects}
      238    4.018    0.017    4.018    0.017 {method 'recv_into' of '_socket.socket' objects}
       58    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      239    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      348    0.001    0.000    0.001    0.000 {method 'replace' of 'datetime.datetime' objects}
   144843    0.034    0.000    0.034    0.000 {method 'replace' of 'str' objects}
      348    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      613    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      140    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      896    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
     7192    0.008    0.000    0.008    0.000 {method 'search' of 're.Pattern' objects}
     1682    0.113    0.000    0.113    0.000 {method 'seek' of '_io.BufferedRandom' objects}
     1102    0.002    0.000    0.002    0.000 {method 'seek' of '_io.BufferedReader' objects}
      290    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
      119    0.009    0.000    0.009    0.000 {method 'sendall' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       58    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      116    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
     3813    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
     2929    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
      290    0.010    0.000    0.010    0.000 {method 'strftime' of 'datetime.date' objects}
     1160    0.003    0.000    0.003    0.000 {method 'tell' of '_io.BufferedRandom' objects}
     1218    0.002    0.000    0.002    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      119    0.001    0.000    0.001    0.000 {method 'unpack' of 'Struct' objects}
      119    0.000    0.000    0.000    0.000 {method 'unpack_from' of 'Struct' objects}
      121    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      181    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      475    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       58    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
     4292    0.003    0.000    0.003    0.000 {method 'write' of '_io.BufferedRandom' objects}
     6903    0.003    0.000    0.003    0.000 {method 'write' of '_io.BufferedWriter' objects}
      116    0.002    0.000    0.003    0.000 {pandas._libs.lib.infer_dtype}
      348    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
      116    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_scalar}
